Name,Season,Yards,TD,INT,Score,Seasons
Craig Penrose,1976,-64.2000863415042,0.2668020238807225,5.787691292101483,-14.251782853516731,4
Craig Whelihan,1997,-618.166973006518,-8.890940254561245,11.26671727446574,-71.22366370837987,2
Cris Carter,1987,-6.958861463197687,-0.04528945222741087,-0.0400266844563042,-0.35846860870209774,1
Cris Collinsworth,1985,-7.038618872633988,-0.04146155446162379,0.9582611107259239,-2.3513762740067947,1
Cullen Rogers,1946,-6.721913712088851,-0.05382315249893208,-0.0905595899188381,-0.26262281076463057,1
Curley Johnson,1964,-7.047466666666667,-0.050666666666666665,-0.06373333333333334,-0.32624000000000003,1
Curly Hinchman,1933,11.1675,-0.1425,-0.605,1.483375,1
Curt Knight,1969,-6.985657998423956,-0.05090622537431048,0.9509850275807723,-2.353065405831363,1
Curt Mecham,1942,-15.222321031569585,-0.1920853712761227,0.6104935526900845,-2.366273899510894,1
Curt Sandig,1942,-14.222321031569585,-0.1920853712761227,-0.3895064473099155,-0.3162738995108937,1
Curtis Conway,1994,22.238487698975284,1.8006579349888154,-0.15940545565905773,5.032051166244511,5
Curtis Dickey,1984,55.86331588132635,0.9570680628272251,-0.040767888307155324,4.7888376963350785,1
Curtis Martin,2000,22.47681743140059,1.9219131637315616,-0.06621425612284376,5.100095711278841,2
Curtis McClinton,1963,5.367474754008457,0.7926090810363136,-0.23614546036389386,2.3258828205008375,2
Curtis Painter,2009,-377.73970723544585,-6.2747878735278935,4.633244412245011,-40.7030499333181,3
Cy Casper,1934,-6.414791158920917,-0.296532176118696,-1.097125044885361,1.2804461795872841,2
D.J. Dozier,1989,11.854233505370345,0.9594085646533687,-0.038987306458362396,2.5895034174919793,1
D.J. Moore,2020,-7.230062477030503,-0.048070562293274534,-0.022638735758912166,-0.41236677692024987,1
Dak Prescott,2016,1127.2090052152946,3.027396934300212,-13.645330517482225,89.70590516432961,5
Dale Burnett,1933,-5.458125,-0.035625,-0.15125,-0.041656250000000006,1
Dale Livingston,1969,1.0882936507936503,-0.09623015873015874,-0.11557539682539683,0.0931051587301587,1
Dale Waters,1932,-4.946360153256705,-0.040229885057471264,0.9061302681992337,-2.140038314176245,1
Dalton Hilliard,1986,65.10895476571008,3.7139257351309856,-0.277746070659053,11.238791349865581,4
Dameyune Craig,2001,-20.206291329336878,-0.31394845806810456,-0.2694518262159323,-1.0993078301711887,1
Damon Huard,1998,-160.51207228406173,-5.277305207928667,-4.042989904439819,-10.494234221180786,7
Dan Barnhart,1934,-0.41780821917808186,0.9651307596513076,-0.12826899128268993,2.165909090909091,1
Dan Darragh,1968,-690.4322468119667,-9.831714313651695,5.39581692546403,-64.97667481882978,3
Dan DeSantis,1941,35.60090497737556,0.6864253393665158,0.30316742081447967,2.5465610859728507,1
Dan Fouts,1973,4288.547170533295,18.12745593030947,-12.752271397456697,276.18681318219706,15
Dan Lewis,1962,-6.847363038665302,0.733458892137493,-0.26339059354402267,1.651330819429766,4
Dan Manucci,1980,-56.13609072715144,-1.2163831301211225,0.8849412681542044,-7.009453332908225,2
Dan Marino,1983,3591.904215071141,81.67172462880607,-53.56908330804906,450.0768266272674,17
Dan McGwire,1991,-259.87135980527296,-3.695813819227553,1.0948699868792595,-22.57493560247727,5
Dan Orlovsky,2005,-483.2072092874777,-6.03019042369016,-1.44411448956087,-33.33251233263247,5
Dan Pastorini,1971,-1963.654575044448,-24.425819619078986,2.160245304054987,-151.35485859849032,12
Dan Reeves,1965,148.53024944654908,0.4752463291421568,2.271145885525809,3.8347133595601495,8
Dan Stryzinski,1992,7.871026233004727,-0.15534426409174995,-0.1415188325939437,0.365900448654624,3
Danan Hughes,1996,41.470372689845064,-0.0816900789249788,-0.06680916878640208,2.0437568142151,2
Danario Alexander,2012,-7.08067236339105,-0.04255677985158534,-0.026309871823701373,-0.3865274342253205,1
Dane Looker,2003,0.5291040227210608,-0.15692294294715037,-0.11703234035329728,-0.053326004051653136,2
Daniel Jones,2019,-562.3498151725557,-5.844314863187179,2.28633085918932,-44.378782203380794,2
Daniel Sepulveda,2007,50.944472793829355,-0.08503262556846433,-0.06039259189741518,2.4979435723493695,2
Danny Abramowicz,1974,34.50702466437715,-0.03912998230825268,-0.052034550941825373,1.7511603704860028,1
Danny Amendola,2015,61.15595565506227,1.8614100455357685,-0.07050423387867615,6.921626341582003,3
Danny Kanell,1996,-1321.6659275096195,-7.510290059235025,3.233795100160649,-87.57146669427233,6
Danny Villanueva,1961,-7.4812925170068025,-0.053854875283446714,-0.06273620559334846,-0.3563019652305367,1
Danny White,1976,1191.9603106520324,28.641374490698148,5.136779289194281,106.60720593560936,13
Danny Wuerffel,1997,-243.77651993844427,-2.2218558951908967,10.899460895835562,-38.43145957897513,4
Dante Hall,2008,-6.944572189277502,-0.03908991891564807,-0.02813748033401912,-0.369133486627133,1
Dante Magnani,1942,-6.055580257892396,-0.04802134281903068,-0.09737661182747888,-0.20406847487772342,1
Dante Pettis,2019,8.779308799641516,-0.044642357026830226,-0.022965327956085812,0.395611381840587,1
Darius Jennings,2018,13.62820440269368,-0.04793163940920152,-0.0237111651858978,0.6329692716880765,1
Darnay Scott,1994,46.23299681190223,-0.0387221041445271,-0.03148246546227418,2.2971705632306056,1
Darrell Tully,1939,-118.79892761394103,-1.3176943699731907,5.99597855227882,-20.567292225201072,1
Darren Bennett,2003,-6.637179409446432,-0.03965318620020615,-0.03261989935123992,-0.345925544170254,1
Darren McFadden,2010,-12.587353483554445,0.8210272417402436,-0.1062672824875002,1.2252213742777647,4
Darrin Nelson,1991,18.11111111111111,0.9633691756272401,-0.0349820788530466,2.902258064516129,1
Daryl Hobbs,1995,-6.451512832485662,-0.07891129390118082,-0.0646076562614713,-0.35118291690370207,2
Daryle Lamonica,1963,1439.7813879228688,43.1003907214142,-8.686230494369783,175.5623118277114,12
Daunte Culpepper,2000,2353.6358804493,19.016916291266135,4.3377231933053615,147.04018021838658,10
Dave Barr,1995,-18.939038265764424,-0.35732678603509194,-0.27594466734535,-1.1097161506677051,1
Dave Bernard,1944,-24.45600756859035,-0.22138126773888364,1.5572374645222327,-4.78003784295175,1
Dave Brown,1992,-761.622484202017,-20.190582465233113,5.660410739140817,-89.7831106188487,8
Dave Casper,1978,-6.725589652548821,-0.03956378392087243,-0.05401978189196044,-0.30736748668526503,1
Dave Cook,1935,1.8141104294478527,-0.0392638036809816,-0.1460122699386503,0.30420245398773005,1
Dave Finzer,1985,-7.038618872633988,-0.04146155446162379,0.9582611107259239,-2.3513762740067947,1
Dave Green,1974,53.162816645842994,-0.31966549772413944,-0.4344307075199988,2.8876712518838685,4
Dave Jennings,1978,28.390296322921976,-0.21224987354622815,-0.23017876538005622,1.4553725998137552,4
Dave Kopay,1964,-7.157255839617436,-0.05113113849549384,-0.04818833915762369,-0.36374839065661213,1
Dave Krieg,1980,1234.4794177202984,45.07340594558522,-1.2488825218486,154.36854782088255,19
Dave Leggett,1955,-6.619109947643979,-0.04712041884816754,-0.06753926701570681,-0.2901178010471204,1
Dave Lewis,1970,-37.11520812939253,-0.5876590478051442,-0.786233814959036,-1.458610872161843,2
Dave Logan,1977,-12.996934396076027,-0.07929695483343552,-0.11485796035152258,-0.5787247087676273,1
Dave Mann,1955,-34.76531599574271,1.379162071873892,0.10917265471386893,0.8017130345329104,3
Dave Mays,1976,-82.73248881126081,0.7669722106061702,2.27198575417414,-7.14665152769898,3
Dave Meggett,1991,60.04334193570256,3.6960509553168412,-0.25808358977962154,10.910436186978053,6
Dave Moore,1993,-6.694186207853476,-0.03586790620230332,-0.03253781046205079,-0.3413695018731789,1
Dave Nisbet,1933,19.625625,-0.106875,0.54625,-0.32496875000000003,1
Dave Parks,1968,-7.0193430048357515,-0.0511922627980657,-0.054527263631815905,-0.3442971485742872,1
Dave Preston,1979,-6.870328992988674,-0.04145157562215887,-0.04599738038369674,-0.334424840126358,1
Dave Ragone,2003,-130.48717637785728,-1.586127448008246,-0.3047959740495969,-9.087021766810162,1
Dave Ryan,1945,-39.406320584321804,-1.5649876015892183,9.023448211824988,-23.1471876560445,2
Dave Smith,1960,55.97062250862456,0.38702221014897953,-0.7542920755841713,5.081159696897529,4
Dave Smukler,1936,-387.34886182563264,0.8399276985095089,-3.234575233218637,-11.218437227825344,4
Dave Stief,1978,36.27441034745118,-0.03956378392087243,-0.05401978189196044,1.842632513314735,1
Dave Walter,1987,-33.13609072715144,-0.9510784967756283,-0.8405603735823882,-1.8778407827440524,1
Dave Wilson,1981,-329.76814702632964,-7.318659643805682,11.8872573126372,-54.90024126420225,7
Dave Zastudil,2002,-6.719928290538977,-0.040134166088364565,-0.030534351145038167,-0.3551960444136017,1
Davey O'Brien,1939,-352.9047817285209,-10.180684443027706,-12.17583515513677,-13.654937662207924,2
David Akers,2006,10.950510087372104,0.9176697858698111,-0.060792354911983565,2.504449785932194,2
David Archer,1984,-301.9814769197253,-9.223338479620864,2.9714002589613733,-39.48855132315074,6
David Beverly,1976,88.18145705590356,-0.24835342113487308,-0.2942245967375158,4.500815204000465,4
David Blough,2019,-272.40026886237615,-3.767770122668459,2.0040329356410687,-25.163619559737864,1
David Carr,2002,-1033.07682900449,-27.679762406012266,-0.2128600283863109,-106.58764620547643,10
David Dunn,1995,-6.771004251751602,-0.039702976226121324,-0.03066051859392778,-0.35663512785196716,1
David Fales,2016,-50.41409393724431,-1.0368050136186775,-0.1707153987698307,-4.252883926559909,2
David Garrard,2002,205.78309201569,-4.712004468329946,-14.852543297012817,30.570232258150245,9
David Givens,2003,-6.637179409446432,-0.03965318620020615,0.9673801006487601,-2.345925544170254,1
David Hill,1976,-13.125172851059457,-0.08175374057461249,0.8941304740152719,-2.6080270717327414,2
David Humm,1975,-186.8473259167536,-2.7366591716744706,1.353931400095193,-17.52354743937701,7
David Jaynes,1974,-12.985950671245707,-0.07825996461650536,0.8959308981163493,-2.597679259027995,1
David Klingler,1992,-846.5527856184636,-10.830110205981766,-1.714137634154942,-60.55958442457683,6
David Norrie,1987,-97.20257949744274,-2.079682751463939,1.2781854569713142,-11.575865391742646,1
David Patten,2001,39.72849887712681,0.8813787193946092,0.9021026923009787,1.944976998043601,2
David Sims,1977,29.53988356932178,0.7189391551679387,0.624269536637601,1.6663334155267648,3
David Whitehurst,1977,-481.94706368336347,-11.938667981661581,2.644240313438206,-53.26316977436774,7
David Woodley,1980,-601.5608256946412,-7.178642732380879,6.5198647236947815,-57.47505619688338,6
DeAndre Hopkins,2018,-15.813177998023288,0.862783646537138,0.9303581789019306,-0.9258079646307495,2
DeMarco Murray,2016,-4.305985241869363,0.9140748838480459,-0.04536758677234217,1.703585679147308,1
DeSean Jackson,2008,-6.944572189277502,-0.03908991891564807,0.9718625196659809,-2.369133486627133,1
DeShaun Foster,2005,-6.7857750242954324,-0.0391156462585034,-0.030733722060252672,-0.35605259961127306,1
DeShone Kizer,2017,-567.8011424427667,-11.182159047318214,11.300105444625963,-73.35458610602669,2
Dean Carlson,1974,18.605369965657204,-0.5869497346237902,0.21948173587261943,-0.6825944427099591,1
Dean Look,1962,-6.804108796296297,-0.05092592592592592,0.9299768518518519,-2.3020109953703702,1
Dean May,1984,-8.930991434662083,-0.2693791983098292,0.7590986894113237,-2.50350534717541,2
Dean McAdams,1941,-260.1511364890456,-6.41989138072747,5.764636386266317,-37.37661235843986,3
Deck Shelley,1932,-1.9463601532567054,-0.040229885057471264,-0.09386973180076628,0.009961685823754757,1
Dede Westbrook,2018,-7.371795597306321,-0.04793163940920152,-0.0237111651858978,-0.4170307283119235,1
Dee Brown,2002,-6.719928290538977,-0.040134166088364565,0.9694656488549618,-2.3551960444136015,1
Deion Sanders,1993,-13.451584775872568,-0.07554571049824604,-0.06607003003245651,-0.6915305997252076,2
Del Shofner,1958,-7.16046570488484,-0.05340420146798279,-0.06150341685649203,-0.34182485446722355,1
Delvin Williams,1976,-15.721091496596951,-0.2069865390085595,0.7483635853623801,-2.696754823571727,5
Demaryius Thomas,2011,-7.198736358414704,-0.04279149913842619,-0.02906375646180356,-0.3873923032739805,1
Denard Robinson,2013,-14.33214778062688,-0.08946846853892829,-0.052848945885384066,-0.7898464343384324,2
Dennis Claridge,1965,-7.376901913149774,-1.2656846027409474,-1.695630673037898,0.4910470449364124,2
Dennis Dixon,2008,-10.582008291461257,-1.5144950806051494,0.22510435492551703,-4.008299285634395,3
Dennis Morrison,1974,-104.1417421167655,-0.9956290977208868,2.346237901966906,-11.890821105213861,1
Dennis Northcutt,2003,-6.637179409446432,-0.03965318620020615,-0.03261989935123992,-0.345925544170254,1
Dennis Shaw,1970,117.96463187209962,-4.899622599417763,17.853621277257062,-39.60825615974466,5
Dennis Sproul,1978,-0.4326654831346701,-0.5143291909713417,-0.7022571645954857,0.35422267309155453,1
Derek Anderson,2006,-785.6237597124801,-10.552478137190713,14.791065675752748,-89.96827561151093,11
Derek Carr,2014,-908.7537520606156,-2.6802239095634732,-20.93132339720018,-8.935488627757362,7
Derrick Harmon,1984,-21.31198710998128,-0.1273254288071735,-0.12327466588838679,-1.0737008813366378,2
Derrick Henry,2018,-8.115386791918965,-0.14379491822760454,-0.0711334955576934,-0.5510921849357706,1
Deshaun Watson,2017,1630.6664284553833,20.776389808127004,-2.436119775421645,127.95834058986647,4
Deuce McAllister,2001,-14.825931651227084,0.8422065130825616,-0.13260275525646292,1.2083219541166947,2
Devlin Hodges,2019,-92.31059205735733,-2.142777124292836,4.32554752702627,-17.55217890550608,1
Dewey Bohling,1960,-39.7360327450573,-0.301557043561025,-0.3599377986902871,-1.8700401269943407,2
Dewey Warren,1968,-47.1632400297251,-2.7453554619767155,-0.4983898934852613,-6.852093138469163,1
Dez Bryant,2016,2.8470073790653183,0.957037441924023,-0.022683793386171085,2.101792839573654,1
Dick Bass,1962,-9.08159922131495,-0.22380685411102536,-0.23780984141498357,-0.4260739864578311,2
Dick Bilda,1944,-6.114001892147588,-0.05534531693472091,-0.11069063386944182,-0.1950094607379376,1
Dick Booth,1941,86.54389140271493,1.641628959276018,0.2036199095022625,7.203212669683258,1
Dick Cassiano,1940,-55.51375332741793,-0.3309671694764862,-0.9680567879325643,-1.5015084294587404,1
Dick Christy,1960,-26.198966139217884,1.0911842378663876,0.8646921688685124,-0.8569641689651434,3
Dick Crayne,1936,38.639900986146046,-0.2792649818341518,-0.714864055575518,2.8031931967900348,2
Dick Fishel,1933,11.793125000000003,-0.24937499999999999,-0.05874999999999986,0.20840624999999996,1
Dick Flowers,1953,-8.082962268572768,-0.17717365830794468,-0.2868525896414343,-0.18479025076165922,1
Dick Frahm,1935,6.814110429447853,-0.0392638036809816,-0.1460122699386503,0.55420245398773,1
Dick Hoak,1961,145.78789444629862,1.995471678626901,0.8130578356338053,9.654222408301123,8
Dick James,1960,-36.83921382324128,-0.37604065435727074,0.5784939846549448,-3.7510299691864954,4
Dick Jamieson,1960,123.55339280886727,2.4801297648012977,-2.1443633414436336,15.426655852933226,1
Dick Nardi,1939,-19.653261840929403,-0.22117962466487937,0.533065236818588,-2.491152815013405,1
Dick Nesbitt,1932,-28.44949883220491,-0.8370387805785775,0.7737520815142447,-4.64405666579589,3
Dick Plasman,1939,-6.330652368185881,-0.04423592493297587,-0.0933869526362824,-0.21823056300268098,1
Dick Poillon,1942,-38.83370386838594,-0.7203201422854602,1.5393508225878167,-6.4610271231658505,1
Dick Riffle,1938,-155.7597464648888,-0.7283703101485361,6.590209506367929,-22.42514695627737,4
Dick Schweidler,1938,-5.73448275862069,-0.0458128078817734,-0.10886699507389162,-0.1606157635467981,1
Dick Shiner,1964,-330.88915695703963,-0.6445184525661543,4.185708156581651,-26.204911066147588,10
Dick Thornton,1933,-18.955624999999998,-0.46312499999999995,2.03375,-5.94153125,1
Dick Todd,1939,36.226783868988164,-0.5094373289619705,-0.0567427077744217,0.905949951074311,3
Dick Tuckey,1938,-43.50344827586207,-0.46600985221674884,-0.48374384236453194,-2.1397044334975375,1
Dick Weber,1945,-80.11580446131941,-1.138111058376839,2.984812529663028,-12.251637399145705,1
Dick Wood,1962,-1091.684458979408,-9.677018732625964,-1.0553258325568864,-71.82760874910855,5
Dickie Post,1967,-45.74882657658223,-0.5774638936649924,-0.6917068564300364,-2.058955403299024,3
Dicky Moegle,1955,-13.867898315980005,-0.10016296058214708,-0.12704384429088184,-0.6396331483815307,2
Dieter Brock,1985,88.90411148859448,0.8665326215073161,-2.234694585037788,10.647659987519933,1
Dirk Johnson,2008,-3.9261373862480884,-0.08077370920508622,-0.05890129175890023,-0.24005170420477642,2
Dixie Howell,1937,-19.808264462809916,-0.2975206611570248,2.31900826446281,-6.223471074380166,1
Doak Walker,1950,-113.86565544761413,0.625579033862172,-0.05860992945727325,-4.324904845741816,6
Doc Ledbetter,1933,-9.8325,-0.1425,1.395,-3.566625,1
Domanick Williams,2005,-6.7857750242954324,-0.0391156462585034,-0.030733722060252672,-0.35605259961127306,1
Dominique Davis,2013,-15.858789148654608,-0.3103220114689016,-0.19375827084252317,-1.0260669386854873,1
Don Bosseler,1959,-7.248788368336026,-0.053042541733979535,-0.05950457727517501,-0.34951534733441036,1
Don Breaux,1963,87.00542685525426,-0.40608303903275167,-0.6959332358847918,4.929971736466793,2
Don Chandler,1957,45.017731360104676,-0.15523109574770727,-0.19986819673070585,2.3401607699712312,2
Don Cockroft,1974,0.525260352978087,-0.16806969848930994,-0.20736369596868054,0.10485101260764562,3
Don Gault,1970,-60.825234789710095,-0.828195181706819,2.0108207431604734,-8.71929358922009,1
Don Heinrich,1954,-582.793037100723,-3.734899042603903,-4.111091684638277,-28.387266570967405,8
Don Horn,1967,190.01617801878058,-1.3815128761290165,11.150433084217363,-15.56308301975373,6
Don Hutson,1937,-28.99632209275792,0.372337496030338,0.7936102823984438,-2.2923616773741076,3
Don Irwin,1936,-78.36416887974745,-0.6259318638594911,1.354128248744577,-7.878328669195509,3
Don Jackson,1936,-109.37198067632849,-1.416062801932367,6.434782608695652,-21.17028985507246,1
Don Klosterman,1952,-19.55318091451292,-0.5417495029821073,2.261928429423459,-6.5850149105367795,1
Don Lisbon,1963,29.950692520775625,0.8884579870729455,-0.11154201292705448,3.4975346260387816,1
Don Majkowski,1987,-575.7231793570224,-10.452570072995655,-3.6382669647200694,-42.41476518440231,10
Don McCall,1968,-7.0193430048357515,-0.0511922627980657,-0.054527263631815905,-0.3442971485742872,1
Don McCauley,1974,-1.985950671245707,0.9217400353834946,-0.10406910188365075,1.9523207409720051,1
Don McIlhenny,1956,-7.081657525898843,-0.04936014625228519,-0.07312614259597806,-0.30655088360755645,1
Don Meredith,1960,442.4725754006647,14.15404224261705,-15.51602944634112,81.46377214794957,9
Don Milan,1975,-32.6809385340419,-0.38935124837060053,-0.7102175874862127,-0.9923142484708709,1
Don Norton,1963,7.91155693698785,-0.05425261373269285,-0.060186493359706134,0.40744560610341907,1
Don Panciera,1952,-56.91053677932405,-0.2007952286282304,1.9145129224652084,-7.07614314115308,1
Don Paul,1953,-0.04148113428638389,-0.08858682915397234,-0.14342629482071714,0.1076048746191704,1
Don Samuel,1949,-70.452213740458,-1.0772519083969465,-0.5838167938931298,-4.509480916030535,1
Don Schaefer,1956,-10.24497257769653,0.8519195612431444,-0.2193784277879342,1.6303473491773306,1
Don Shy,1971,16.27953676158096,0.9586697832554186,-0.0577985550361241,2.8469135146621336,1
Don Smith,1990,-7.006510802012429,-0.042542172240307784,-0.03551346552234389,-0.3643829535365493,1
Don Strock,1975,-26.37570319319724,12.66758999615164,6.156541143907077,11.70331254482927,14
Don Trull,1964,-342.94220800960045,-0.7606412944954606,-8.425410109102833,-1.8175727712652776,6
Don Westbrook,1979,38.25934201402265,-0.08290315124431774,-0.09199476076739348,1.931150319747284,1
Don Woods,1974,-8.230804510949461,1.6703161715609032,0.5980868226263598,1.732918472321614,4
Donald Hollas,1991,-172.21270882859412,-2.3694977124333483,8.223815075622209,-29.79726101754082,4
Donnie Jones,2008,-6.944572189277502,-0.03908991891564807,-0.02813748033401912,-0.369133486627133,1
Donnie Stone,1961,-24.085920040735257,0.5841888989304798,-0.5184526159836179,1.000987027791432,3
Donny Anderson,1967,21.99283903193843,1.402561306833862,-0.7201135400784872,5.344991645421621,5
Donovan McNabb,1999,413.0110639240788,15.118940685838076,-51.013855116092664,152.91614480006544,13
Dontari Poe,2016,-5.152992620934682,0.957037441924023,-0.022683793386171085,1.7017928395736541,1
Dontrell Hilliard,2018,-7.371795597306321,-0.04793163940920152,0.9762888348141022,-2.4170307283119237,1
Dorsey Levens,2002,-13.439856581077954,-0.08026833217672913,-0.061068702290076333,-0.7103920888272034,1
Doug Baldwin,2016,7.847007379065318,0.957037441924023,-0.022683793386171085,2.351792839573654,1
Doug Cunningham,1969,27.043026004728134,0.8472813238770686,-0.1470449172576832,3.34080378250591,1
Doug Elmore,1962,-7.852315160567588,-0.05601194921583271,-0.06067961165048544,-0.38328043315907395,1
Doug Flutie,1986,70.85383157641003,-0.31083700576159734,-5.433568642298502,13.788154851894305,12
Doug Gaynor,1986,9.032137673647107,-0.1215011403690649,-0.1204644412191582,0.44953348538254195,1
Doug Hudson,1987,-6.958861463197687,-0.04528945222741087,-0.0400266844563042,-0.35846860870209774,1
Doug Johnson,2000,33.54397837189847,-2.2592054954666154,5.600309844949024,-14.041831762236352,5
Doug Nott,1935,-7.320245398773011,-0.3349693251533743,0.03558282208588981,-1.1071165644171788,1
Doug Nussmeier,1996,-93.22951066935605,-2.2156768666508073,1.3281374264963057,-11.74910411976203,2
Doug Pederson,1993,-770.4568471070495,-8.702991621580264,1.850164858690106,-59.62915531589323,7
Doug Pelfrey,1998,-6.849118729420879,-0.0424817612499193,-0.03286203111885855,-0.36169539673316553,1
Doug Russell,1934,-1.678974896228567,0.14778190615458722,0.7270940929688557,-1.2425731184399655,6
Doug Williams,1978,-439.66177361185066,-4.426605384176671,-17.571454610155396,4.306609771364908,9
Doug Wycoff,1932,-52.87141132630032,-1.2932036472423813,2.2419685756955476,-9.713915012190874,2
Drew Bennett,2003,19.524459043083375,0.8764714757227751,-0.09539471227611286,2.919955328151945,3
Drew Bledsoe,1993,-808.8686974031414,-15.835648558741445,-8.743949032639291,-54.626833922361385,14
Drew Brees,2001,5980.968507915992,116.63971179580233,-49.62935160367642,631.5865521947571,20
Drew Henson,2004,-42.83570179570066,0.11614570943542754,0.3669854037687968,-2.6434644784517713,2
Drew Hill,1987,-6.958861463197687,-0.04528945222741087,-0.0400266844563042,-0.35846860870209774,1
Drew Lock,2019,-328.52632045695213,-5.1930941349947775,5.7163430542126115,-38.24519040126239,2
Drew Pearson,1974,143.59893723885307,2.7102387691185137,1.681504847134769,9.237414705910142,5
Drew Stanton,2008,-618.8558097147398,-8.74806979842061,6.79676767592947,-62.03246543443716,7
Duane Carrell,1974,30.50702466437715,-0.03912998230825268,-0.052034550941825373,1.5511603704860029,1
Duane Thomas,1971,-6.72046323841904,-0.041330216744581386,-0.0577985550361241,-0.3030864853378666,1
Dub Jones,1952,-16.831376750045777,0.8473566848265923,-0.21932746152566673,1.2917994552022292,2
Duke Abbruzzi,1946,4.278086287911149,-0.05382315249893208,-0.0905595899188381,0.2873771892353695,1
Duke Johnson,2016,-7.152992620934682,-0.04296255807597704,-0.022683793386171085,-0.398207160426346,1
Dustin Colquitt,2014,-8.430154816891847,-0.08977910964162972,-0.048134520863966565,-0.5047969183999187,2
Dutch Clark,1932,221.343630753698,-0.21249746929339142,-4.084714423275077,18.81161544564827,6
Dwayne Haskins,2019,-217.38943531922564,-5.080700571264617,2.0327830041134036,-25.096438916717325,2
Dwight Clark,1981,-21.353789272307083,-0.1291038436366982,-0.12785324039383833,-1.070190670101074,3
Dwight Sloan,1938,-129.13843458803512,-7.172092492354249,-4.676982187901507,-11.447142338307241,3
Dwight Walker,1983,3.4462162739374946,-0.13348045846088133,0.8675873852068057,-1.8298248736384992,1
EJ Manuel,2013,-453.73886092628476,-6.282778872905125,0.5842260361900113,-36.42095286450451,5
Eagle Day,1959,-37.64479813207275,-1.7102141995665274,-0.03899460423697354,-5.2246790972627455,2
Earl Campbell,1980,35.98411697970503,0.8712272928976088,0.8645071021427955,1.8126462304948787,2
Earl Crowder,1939,-38.314566577301164,-0.3096514745308311,-0.6537086684539768,-1.2276139410187672,1
Earl Gros,1964,34.00495212190229,0.7894708413533257,-0.20271098189353723,3.6846112525888404,3
Earl McCullouch,1972,16.183331483742094,-0.04483409166574187,-0.05326822772167351,0.8260348462989681,1
Earl Morrall,1956,1523.6543222330858,24.569286619983465,-5.452503663876882,136.226296679375,21
Earl Thomas,1973,-6.5583945732052005,-0.042736009044658,0.9468626342566422,-2.30711701526286,1
Earnest Byner,1989,20.69846959161332,2.6123474620611886,-0.36606725458588096,6.991752912874805,4
Earnest Graham,2008,-8.948220344932142,1.9174217493917234,-0.057728076199442716,3.502888633935725,2
Earnest Hunter,1996,-6.68050858073406,-0.0392083176750595,-0.03394713766754353,-0.34454778905173494,1
Easton Stick,2020,-3.2300624770305033,-0.048070562293274534,-0.022638735758912166,-0.21236677692024994,1
Ed Baker,1972,-21.16668516257907,-0.4483409166574187,3.4673177227832648,-8.889651537010321,1
Ed Brown,1954,1167.5517636520744,-2.420042016186386,16.90971798499138,19.71806818024819,12
Ed Chlebek,1963,-23.3537722520486,-0.2170104549307714,-0.24074597343882453,-1.1202175755863237,1
Ed Danowski,1934,247.35557099412725,9.142223167967057,-31.243091894704907,93.1384086750503,7
Ed Goddard,1937,-59.605899116557424,-3.0030085901559254,4.665275685651862,-18.316863507443443,2
Ed Luther,1980,-107.16913580173579,-8.171532977789415,3.2191352168603737,-28.139793179386366,5
Ed Matesic,1934,68.36790766731104,-2.1883711898376994,-1.0409247530350143,1.1235025097601818,3
Ed Mioduszewski,1953,-82.62221701429576,0.671197562690415,-0.15139442231075728,-2.4859268807124435,1
Ed Podolak,1970,41.86786174816685,-0.2559921092250672,0.6736970922765524,0.23401468440510387,4
Ed Rubbert,1987,191.01578830331334,1.7808168408568674,-0.961307538358906,15.035038173597215,1
Ed Rutkowski,1963,-325.23898613781677,-4.7849412681762535,0.25829081229532136,-26.348413467833986,3
Ed Salem,1951,-20.470497294511723,-0.15459933006956972,1.7773769646998197,-4.887477454264365,1
Ed Smith,1936,-107.69454226055016,-0.7175310416417137,-2.4443885495268898,-1.9310120972571565,2
Ed Sprinkle,1949,-6.5453435114503815,-0.05129770992366412,-0.07541984732824428,-0.2790229007633588,1
Ed Stofko,1945,-21.99857617465591,-0.8794494542002848,2.4428096820123395,-7.744447081158044,1
Ed Storm,1934,108.28661232036308,0.22631542757603773,5.7273903842186895,-5.587819297267149,2
Ed Sutton,1957,36.72257696946709,0.21392236775888374,-0.9469542411812357,4.157882066353594,3
Ed Vereb,1960,-7.232134175984443,-0.05371900826446281,-0.06660184735051045,-0.3358410306271269,1
Ed Westfall,1932,-55.47555076628353,-0.2698994252873562,0.993151340996169,-5.299879070881227,2
Edd Hargett,1969,-224.889184838637,-7.954582751546938,-13.797336699539436,0.44104865405314264,3
Eddie Bell,1970,-6.727643936300531,-0.043589220089832584,0.9479379338505513,-2.319436504695794,1
Eddie Britt,1936,55.93236714975845,1.2198067632850242,-0.7391304347826084,6.714492753623188,1
Eddie Hare,1979,-2.870328992988674,-0.04145157562215887,-0.04599738038369674,-0.13442484012635797,1
Eddie Hill,1981,-0.048393598574237195,-0.08201624963085588,-0.08694125892502032,0.0074303386596170085,2
Eddie LeBaron,1952,548.7434441924727,10.523470960930394,22.552963503171604,3.37818712514121,11
Eddie Lee Ivery,1982,21.576308956362702,-0.1707863560894377,-0.1740074109056077,1.085257557450475,3
Eddie Macon,1953,-6.520740567143192,-0.04429341457698617,-0.07171314741035857,-0.27119756269041484,1
